title,id,subCount,videoCount,viewCount,vidTitle,vidid,date,likes,dislikes,vid_views,vid_duration,vid_caption,likeRatio,startYear,startMonth,endYear,endMonth,interestChange,goodYoutuber,duration,Weighted_Sentiments
A Sophisticated Lady,UCLpzFkzLf1-ZWzcfn-L7Xhg,1160.0,78.0,33563.0,PLEASURES by ESTEE LAUDER REVIEW,aOedmnKUH1E,2020-02-05,14.0,0.0,302.0,PT2M5S,False,1.0,2020,2,2020,2,168.6600000000002,1,125,-0.08248814477851324
xAnacristinaaa,UCS1pK9_sfhAOGkNJi91DVRA,780.0,13.0,43087.0,"ESTEE LAUDER DOUBLE WEAR FOUNDATION | First Impressions, Demo &amp; Review! | xAnacristinaaa",niaqlyTsL20,2018-04-25,172.0,16.0,29571.0,PT13M19S,False,0.9148936170212766,2018,4,2018,5,143.07000000000016,1,799,2.43432776995789
Mariz Lewis,UCy2QSoBkRqMbuDJImrqaOOw,3990.0,59.0,367341.0,Estee lauder night repair serum review | 7 days trial guide para sa filipina skin ❤,0TZCVZFHpxA,2021-02-03,38.0,0.0,1360.0,PT7M41S,False,1.0,2021,2,2021,2,25.50999999999999,1,461,-1.004479223928846
SheShopsMakeup,UC1yzynqNcCFa57F76aYhxmw,2140.0,55.0,614826.0,REVIEW: Estee Lauder Micro Essence Skin Activating Treatment Lotion,gdzipBnMULg,2014-01-22,70.0,10.0,14530.0,PT3M5S,True,0.875,2014,1,2014,2,209.89000000000007,1,185,0.5869144201466241
Amaya Luxe,UCh3WDSn1z6XRvOid8emtUYQ,6110.0,417.0,788812.0,Estee Lauder Advanced Night Repair Serum Review - My skin journey,okoDDKhDY2A,2018-11-09,174.0,9.0,10097.0,PT11M25S,False,0.9508196721311476,2018,11,2018,11,64.495,1,685,1.8555937124935495
Anwen,UCjPKyPSH2G-CdnYDW0bY1zA,41100.0,920.0,8511762.0,Estee Lauder &#39;Doublewear BB Cream GLOW&#39; Review,GJgRCi8zzPw,2014-12-26,68.0,7.0,20259.0,PT13M19S,True,0.9066666666666666,2014,12,2015,1,-219.57000000000005,0,799,0.7781556996874375
Viktoria Livshits,UCTsNpxnhQd2QDwFrdtKQCDw,1180.0,36.0,363009.0,FIRST IMPRESSION &amp; REVIEW ! Estee Lauder Double Wear Maximum Cover | Viktoria Livshits,kIM8buofsM4,2016-03-17,62.0,19.0,26657.0,PT12M58S,True,0.7654320987654321,2016,3,2016,3,189.88000000000008,1,778,-1.0644460617521538
CharyJay,UC_ntSr05CDWC6bLOoqgMGPQ,113000.0,680.0,11403345.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION REVIEW &amp; DEMO | CharyJay,B3oxZiW87Vo,2016-03-23,879.0,35.0,44786.0,PT16M6S,True,0.9617067833698032,2016,3,2016,4,-288.7000000000001,0,966,11.06718627234653
El Tocador de Martina,UCi2RPFO1v0ISOPnsqG6lWuw,10500.0,177.0,1335893.0,REVIEW PERFUME YOUTH DEW DE ESTEE LAUDER | EL TOCADOR DE MARTINA,1VgkLK8hgcw,2019-01-10,413.0,14.0,10219.0,PT8M54S,False,0.9672131147540984,2019,1,2019,1,15.935000000000171,1,534,0.058589392954789266
FragranceX.com,UCWdHej_BLGaahmXJzassVmQ,19000.0,2292.0,4491310.0,Modern Muse Nuit Perfume by Estee Lauder Review,Nhji_thBueA,2018-08-02,22.0,0.0,2603.0,PT45S,False,1.0,2018,8,2018,8,138.60000000000002,1,45,0.0
Health and beauty tips with Mahi,UCdG-uuHzSDkCKOeplyIEnvw,19000.0,512.0,1868480.0,Estée Lauder Advanced Night Repair Serum Review in hindi - Is it worth the hype?,YvTuBIgV3kw,2021-02-10,13.0,4.0,451.0,PT6M14S,False,0.7647058823529411,2021,2,2021,2,-117.03000000000007,0,374,5.592706258014179
Priya's Runway,UCI0-BDeb916qXCY9qYRpWzg,10400.0,98.0,1171801.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION BRONZE REVIEW,5kxrU_Zrbc8,2017-12-30,104.0,20.0,25087.0,PT5M33S,False,0.8387096774193549,2017,12,2018,1,58.16499999999997,1,333,7.429461402131825
Risa Does Makeup,UCVtgrv6KHBNcRxDTys9TCcQ,239000.0,619.0,20596464.0,"ESTEE LAUDER DOUBLE WEAR vs. KAT VON D LOCK-IT: Comparison, Review + Demo!",XDmu2NuQQ44,2017-02-10,676.0,33.0,32844.0,PT15M15S,False,0.9534555712270804,2017,2,2017,2,130.93499999999997,1,915,7.357223353892266
Soki London,UCtBpe765Fy-USxg_L8hGDPg,57400.0,595.0,9866656.0,ESTEE LAUDER MODERN MUSE PERFUME RANGE REVIEW | Soki London,M2LSqWqWAsA,2019-11-13,362.0,6.0,15342.0,PT7M23S,False,0.9836956521739132,2019,11,2019,11,69.76499999999999,1,443,5.86225110029687
Daisy Sisodiya,UCk51VUgOZV8fcYpOH4_CA1w,3680.0,63.0,374105.0,ESTEE LAUDER 42 Shades Palette|| Review||High End Makeup Product,aKV0IrPGX1Q,2018-09-30,47.0,2.0,3059.0,PT6M48S,False,0.9591836734693876,2018,9,2018,10,-19.034999999999968,0,408,0.5086777219268277
Scent Land,UCWeGpVuNISwxbVUcLLIoZdw,7450.0,422.0,1249388.0,Beyond Paradise Men by Estée Lauder fragrance review,XzTCNSIHh2s,2017-04-11,89.0,0.0,2262.0,PT4M16S,False,1.0,2017,4,2017,4,-14.084999999999926,0,256,2.0103070675328514
mhunoiii,UC5eGGyFfugLSNNo77Te7-bQ,211000.0,562.0,35451239.0,Review : ESTEE LAUDER ANR เซรั่มฟื้นฟูผิวในตำนานปรับสูตรใหม่แล้ว!,8z2C4W91MVw,2020-08-24,74.0,2.0,3853.0,PT6M21S,False,0.9736842105263158,2020,8,2020,9,20.25,1,381,0.0
Rachael Nalumu,UCzUpY6365rRCBJINYVVI02A,11200.0,260.0,942848.0,Review &amp; Demo | Estee Lauder Double Wear Stay in Place Makeup | @rachaelnalumu,Ae4F_ZBhiio,2016-09-20,295.0,71.0,47111.0,PT5M42S,False,0.8060109289617486,2016,9,2016,10,172.69500000000016,1,342,6.203872089519431
MakeUp by Annalee,UC4WC-mR3Qs0vckNd5AIa6Rw,110000.0,172.0,6480840.0,NEW Matte Envy Lipsticks by Estee Lauder - Swatches &amp; Review,8THi7R6EyNk,2015-09-08,351.0,35.0,54489.0,PT6M27S,False,0.9093264248704664,2015,9,2015,9,184.20999999999992,1,387,4.053051984036815
Stefanie Lynn,UCySKLDliGWU3YnCAnVpMXlQ,39800.0,272.0,3193463.0,Estee Lauder Double Wear Demo &amp; Review,3bZt5ehkz1c,2015-05-25,1173.0,71.0,239097.0,PT9M31S,True,0.9429260450160772,2015,5,2015,6,95.93499999999996,1,571,8.072568210097108
Martyna Rev,UCIDnscmW7T6QD8kHYqhPNSw,2650.0,141.0,466191.0,Estee Lauder-Sumptuous Extreme Waterproof mascara- first impression review,tgzI04WyD04,2017-07-18,14.0,8.0,3225.0,PT8M55S,False,0.6363636363636364,2017,7,2017,8,48.950000000000045,1,535,0.11480362537764349
Cristina Costache,UCSq8WHpGEV-SQhaGTxaKG7A,353.0,35.0,25183.0,Testez cel mai renumit fond de ten | ESTEE LAUDER Double Wear  Review,xTQ0uimZwXs,2019-08-26,28.0,2.0,4302.0,PT7M4S,False,0.9333333333333332,2019,8,2019,9,131.4000000000001,1,424,-0.31527777777777755
Michele Wang,UCIB0qtyTO6ULzAarlWB1LKg,165000.0,1115.0,27251372.0,Victoria Beckham x Estee Lauder Fall 2017 Collection REVIEW,5PesO7gxSqw,2017-10-09,284.0,7.0,11689.0,PT29M24S,False,0.9759450171821306,2017,10,2017,10,132.77999999999997,1,1764,1.3220195984038874
Deepica Mutyala,UCbK1O-GSEDwjdSO5udBVrxQ,289000.0,329.0,47654884.0,NEW! Estée Lauder Double Wear Nude Foundation Review | Deepica Mutyala,4TInnsyMGQw,2017-09-03,442.0,37.0,27948.0,PT9M22S,False,0.9227557411273486,2017,9,2017,9,-192.33000000000013,0,562,4.233031445547453
leighannsays,UCeZn7qRN3JKVcEYK_dDg7JQ,824000.0,1147.0,111527988.0,Estée Lauder Bronze Goddess Luminous Liquid Bronzer Review &amp; Demo/Tutorial (+outtakes!),iBh2HJIHG2w,2012-05-05,906.0,40.0,93754.0,PT13M1S,False,0.9577167019027484,2012,5,2012,5,80.94000000000005,1,781,1.6297856861609248
Natural Kaos,UCOUeXVEiCyRCssa9bScz2zQ,156000.0,394.0,20644623.0,"EXPENSIVE SHEET MASK REVIEW: La Mer, Lancer, SK-II, &amp; Estee Lauder",0ckxCxlhI1k,2019-03-08,317.0,19.0,11162.0,PT18M50S,False,0.9434523809523808,2019,3,2019,3,-60.760000000000105,0,1130,2.26030287760939
Arta machiajului,UCLnp3ps693CjWBUd3_Tp_4Q,33300.0,223.0,2351658.0,Estee Lauder Double Wear/first Impressions review,Qd1D4-xevQA,2018-08-30,219.0,34.0,12319.0,PT24M30S,False,0.8656126482213439,2018,8,2018,9,115.22000000000013,1,1470,-0.34798850002144827
hueyyrouge,UCn1J6PE2ki0KkXUh82VxwtA,4110.0,351.0,1026380.0,Estee Lauder Double Wear Cushion BB [REVIEW+DEMO] + Bronze Goddess Heat Wave GIVEAWAY | HUEYYROUGE,qmt3YrRUW-Q,2017-03-27,97.0,5.0,5072.0,PT9M48S,False,0.9509803921568628,2017,3,2017,4,-88.67499999999984,0,588,5.726060989674041
Allie Glines,UCLF42C7y73FKA8ye_5Nn-Kw,726000.0,696.0,79992451.0,ESTEE LAUDER DOUBLE WEAR CUSHION STICK FOUNDATION REVIEW | ALLIE G BEAUTY,Qr3MwqMRvR4,2016-12-08,305.0,12.0,26360.0,PT16M24S,False,0.9621451104100948,2016,12,2016,12,-386.57500000000016,0,984,1.8524590914392984
JustBeautyByLucia,UCwYp65ek2LL_2A69z9wZROA,65800.0,599.0,11442286.0,Máscara de pestañas SUMPTUOUS EXTREME Estee Lauder // ¿Sí o No? // REVIEW + DEMO,E8AvMrM0wcE,2015-05-14,152.0,21.0,29099.0,PT4M46S,True,0.8786127167630058,2015,5,2015,5,132.28999999999996,1,286,-0.735873750694068
hueyyrouge,UCn1J6PE2ki0KkXUh82VxwtA,4110.0,351.0,1026380.0,Estee Lauder Pure Color Envy Lipsticks 28 Colors [REVIEW/SWATCHES] | HUEYYROUGE,nvjxytjzKOg,2017-03-29,270.0,26.0,22829.0,PT4M20S,False,0.9121621621621622,2017,3,2017,4,-138.89,0,260,0.9430179266626193
Hauterfly,UCSXST7C6VuW-lDEHpwb1UIw,88700.0,649.0,15388056.0,#Reviewed: Estée Lauder Pure Color Love Lipstick Collection (Review + Swatches),KBooYZIRc1M,2017-05-05,23.0,47.0,4796.0,PT11M45S,False,0.32857142857142857,2017,5,2017,5,236.58999999999992,1,705,-0.8189794566911097
beauty In budget,UC9BDHXDgVsKhR-A6dDDFSmw,3210.0,343.0,569925.0,Estee Lauder Perfectionist Pro Serum | REVIEW,o3jybEIp78M,2018-04-23,49.0,40.0,19602.0,PT5M39S,False,0.5505617977528089,2018,4,2018,5,379.83,1,339,-0.6141430338680292
Chai Time with Meesha,UCMx_Acrj9bJLOvV_JBAVRMw,2520.0,44.0,707942.0,Estee Lauder Pure Color Envy Sculpting Lipsticks | SWATCHES &amp; REVIEW | ChaiTimewithMeesha,4SbcPlTGGCk,2015-04-28,63.0,10.0,11271.0,PT3M49S,True,0.8630136986301371,2015,4,2015,5,148.62,1,229,0.10743807217468199
Njoylife channel,UCJfVCROxQ1fZdeCfPImpVNA,1290.0,75.0,851264.0,Estee Lauder Free 7 piece gift 2020 Free Gift With Purchase review,FDuLQpCBWKQ,2020-08-31,25.0,1.0,1652.0,PT3M53S,False,0.9615384615384616,2020,8,2020,9,61.59000000000003,1,233,-0.03129437261789125
Skelotim,UC7FVvYGiBpgjGx7rqb5SIPg,110000.0,421.0,8274884.0,OMG! A FOUNDATION THAT HIDES MY WRINKLES! ESTEE LAUDER FUTURIST FOUNDATION REVIEW,jNJrHi-Xb1A,2020-02-11,704.0,9.0,8021.0,PT16M5S,False,0.9873772791023844,2020,2,2020,2,-8.605000000000018,0,965,0.544212327039681
TheScentedmonkey,UCrYY1fLoPksCJUdGKKMiaXA,3040.0,326.0,1094193.0,Pure White Linen Estee Lauder Perfume Review,fVTFbNiLI1o,2011-07-13,55.0,1.0,7945.0,PT2M31S,True,0.9821428571428572,2011,7,2011,7,454.435,1,151,0.2384531016890934
The Curl Factory,UCH-jr186WUmv3pIJDapUkcw,4040.0,358.0,503288.0,REVIEW | ESTEE LAUDER Day Wear Matte,pHd0jdpD1xk,2019-01-12,37.0,4.0,5891.0,PT5M17S,False,0.902439024390244,2019,1,2019,1,-38.96500000000003,0,317,-0.10416666666666657
simply.blair,UCmCBXdLJjAN6sCOhtEtGhJA,2720.0,175.0,247255.0,NEW! Estee Lauder Futurist Hydra Rescue Moisturizing Foundation // Review &amp; Wear Test! (1W2 Sand),UEeNJN8zdv8,2020-01-02,187.0,14.0,14089.0,PT14M24S,False,0.9303482587064676,2020,1,2020,1,173.885,1,864,5.239734522483226
Reina Zhang,UCLgYO-5b95c1iRV1VYmNIAQ,448.0,64.0,64023.0,Foundation Review：ESTÉE LAUDER Futurist Hydra Rescue Moisturizing Foundation SPF 45 || 雅诗兰黛新款保湿粉底,F7b5Y9OsPzo,2020-03-01,30.0,0.0,2454.0,PT13M47S,False,1.0,2020,3,2020,3,-72.47499999999991,0,827,0.4317974069138747
Cristina Madara,UCvmdAhbHUzIpIpTadrq1LcA,5780.0,669.0,1902164.0,Estee Lauder Perfectly clean Review | CRISTINA MADARA,cZ4Gp4iWV9k,2020-12-07,14.0,1.0,2217.0,PT9M7S,False,0.9333333333333332,2020,12,2020,12,174.60000000000005,1,547,-0.07459214886566384
Nicole Tanneberg,UCw0TUjwVQ7HNO0_jq3Q2c5Q,111000.0,448.0,8765525.0,"Estee Lauder Heat Wave highlight is BACK!!! Review, Swatches, Comparison",t7_-87Iz1qU,2017-02-20,366.0,25.0,26975.0,PT8M16S,False,0.9360613810741688,2017,2,2017,3,26.210000000000036,1,496,0.3508341547648999
Nikkia Joy,UC9MorWZEUeeHjFVKo2xMwAQ,918000.0,788.0,114017196.0,"NEW!! ESTEE LAUDER DOUBLE WEAR NUDE FOUNDATION VS DOUBLE WEAR ORIGINAL! DEMO, COMPARISON &amp; REVIEW!",ZR0Tob61rn8,2017-07-09,10933.0,277.0,526940.0,PT15M35S,False,0.9752899197145406,2017,7,2017,7,-49.37000000000001,0,935,1.1943463368387144
Matilda on Video,UClLBaAzNuYzBSQjpDyp144w,299000.0,309.0,38293201.0,Victoria Beckham x Estée Lauder | Collection Review,vaR8bj3cPDk,2017-10-05,1196.0,9.0,44435.0,PT4M23S,False,0.9925311203319502,2017,10,2017,10,-47.04000000000019,0,263,-0.08524495927194392
ouch110 Fragrance Reviews,UCIoOAUDFs-6PpwPQ1Hfn-Ow,23100.0,725.0,4980407.0,Estee Lauder PLEASURES Fragrance Review,BR7uEJ_1OX0,2017-03-10,348.0,3.0,22827.0,PT10M40S,False,0.9914529914529916,2017,3,2017,3,-121.59000000000003,0,640,3.5058353470640657
simpsm,UCbEXRr7Swm1P9uBMOyk-Deg,386.0,69.0,17120.0,Foundation Review | Estee Lauder double wear| full coverage foundation |SouthAfricanYoutuber,8cWWyZnxS2U,2020-05-24,99.0,3.0,3230.0,PT13M3S,False,0.9705882352941176,2020,5,2020,6,-33.70500000000004,0,783,5.281091240597695
Max Forti,UCTwVlKdoBdE5hL7puoNvktA,136000.0,980.0,14304128.0,Estee Lauder Pleasures (1997)  Review,ix4HJE-M3B4,2015-08-24,93.0,12.0,8526.0,PT8M35S,True,0.8857142857142857,2015,8,2015,9,90.91499999999996,1,515,0.14688675360751174
Heyjess,UCJ-e0h5myZ8Ug3Ff6xLKI4A,3970.0,165.0,297441.0,*NEW* ESTEE&#39; LAUDER PURE COLOR LOVE COOLING HIGHLIGHT! REVIEW AND TRY ON!,NDCxZpVhEdM,2020-05-18,75.0,4.0,2907.0,PT8M51S,False,0.9493670886075948,2020,5,2020,6,-23.11500000000001,0,531,3.405964657434529
Alex Missick,UCuakSV-ig0S01nax3opWGlQ,30800.0,744.0,3511620.0,Estee Lauder Double Wear Foundation Review,YxUTT_CwcYs,2017-12-28,383.0,22.0,20812.0,PT10M39S,False,0.9456790123456792,2017,12,2018,1,-233.06,0,639,5.289289914230829
Yana Irbe,UCd-ENg5xVMejTuNOcBySpqw,61300.0,323.0,14998061.0,Estee Lauder Double Wear Foundation Review,1X-HCHUczm0,2018-01-13,213.0,5.0,28325.0,PT6M37S,False,0.9770642201834864,2018,1,2018,1,-433.35,0,397,5.799174123153065
The Beauty Maverick,UCfjBWQJdAgmcJEvFIC0zV4Q,41500.0,571.0,8435424.0,Luxury Skincare - Estee Lauder Shape &amp; Fill Serum Review,sdIDAQWsAQc,2016-01-15,99.0,11.0,14622.0,PT9M57S,True,0.9,2016,1,2016,1,-31.4699999999998,0,597,5.626578239564301
Liza Prideaux,UC4gJGiI7rmR3uVrneY7fFAQ,93400.0,712.0,12264940.0,PRIMARK MY PERFECT COLOUR FOUNDATION REVIEW AND DEMO | ESTEE LAUDER DOUBLE WEAR DUPE FOR JUST £5,rmx4TezHsxk,2019-06-13,459.0,12.0,13084.0,PT6M55S,False,0.9745222929936306,2019,6,2019,6,409.37500000000017,1,415,4.894787827424201
Chelsea Garay,UCR-BBT4hN06fp61mRz0WHOA,18700.0,861.0,2579139.0,NEW Estee Lauder Perfectionist Foundation | Demo &amp; Review,NLi44Pc5Ys4,2014-09-18,202.0,9.0,17545.0,PT6M50S,True,0.957345971563981,2014,9,2014,10,141.7249999999999,1,410,5.677040128065294
Janet Greaves,UCnoAdCN4vD7ElZO5qiQIJ7w,589.0,170.0,55049.0,Estée Lauder Beautiful Belle Perfume Review,QP7SX1j0Wj4,2018-09-27,24.0,2.0,2264.0,PT3M28S,False,0.9230769230769232,2018,9,2018,10,-16.710000000000264,0,208,0.0
Gothamista,UC-X4BAoKxwGYIKrKfqk7yug,639000.0,190.0,46984425.0,Review : Advanced Night Repair PowerFoil Mask - Estee Lauder,RiCpyduFHik,2016-01-17,892.0,26.0,59725.0,PT6M43S,True,0.971677559912854,2016,1,2016,1,-430.805,0,403,-1.1375703553221326
TrinaDuhra,UC8mcIi-QT6tSDC0pEmcsf2w,165000.0,400.0,24305287.0,Estee Lauder DOUBLE WEAR NUDE Water Fresh Foundation VS DOUBLE WEAR ORIGINAL - TrinaDuhra,T_vb9SYxCbc,2017-10-06,3089.0,272.0,501881.0,PT10M,False,0.9190717048497472,2017,10,2017,10,401.285,1,600,5.023477993531241
FragranceNet.com,UCO67n7EIzfreCQJ23IDDyPQ,11000.0,539.0,779157.0,Estee Lauder Pleasures Cologne For Men,kD3f0cI_WwE,2015-03-30,40.0,2.0,4525.0,PT44S,True,0.9523809523809524,2015,3,2015,4,-175.7800000000002,0,44,0.0
LaToya Princess,UCuLHp5CqnrkWkO6XpX1FPPQ,83700.0,683.0,8232514.0,All 56 shades SWATCHED of Estée Lauder Doublewear Foundation,-VPgKYkezpA,2018-09-02,6047.0,211.0,415556.0,PT10M34S,False,0.9662831575583254,2018,9,2018,9,131.83999999999992,1,634,7.44638091937032
Stephanie Marie,UCb4iUMjpHZCiATCCwPaO47Q,181000.0,608.0,19281606.0,How to Apply Estee Lauder Double Wear WITHOUT Looking Cakey! | UPDATE,Q8Bf8bZMOi8,2019-05-30,5696.0,196.0,357727.0,PT8M6S,False,0.9667345553292601,2019,5,2019,6,-167.35000000000014,0,486,8.702603911401507
OhSoScentsitive,UCFHZOwmfwzNZAH2VAceCYKg,1230.0,84.0,108961.0,First Impression Review of Beautiful Belle by Estee Lauder,BX567ceyiuI,2018-09-07,44.0,3.0,3373.0,PT7M41S,False,0.9361702127659576,2018,9,2018,9,76.57500000000005,1,461,0.24985253038605892
NettyBeautyLife NBL,UC5TwpipeRp0pgbzGMLjRmtQ,5360.0,52.0,502095.0,Review Estee Lauder Micro Essence สูตร Sakura x Original ต่างกันยังไง ผิวไหนใช้สูตรไหนดี,41yT6Nc6lY8,2019-05-12,153.0,12.0,18946.0,PT11M45S,False,0.9272727272727272,2019,5,2019,5,273.0450000000001,1,705,-0.8958333333333324
Beny Cosmetics,UCwV9rrFCPpsfv9Jzr3iwe4g,4670.0,180.0,1099920.0,Serum Estee Lauder Review Chi Tiết Và Hướng Dẫn Sử Dụng,Nz6rMO4xJWQ,2020-07-16,22.0,1.0,5277.0,PT10M47S,False,0.9565217391304348,2020,7,2020,7,-183.52,0,647,-1.4567277960135105
Mickeal Sutton,UC9OFetgx_XlUFi9_LfxxZLg,132.0,27.0,31571.0,Estee Lauder Pleasures Review,yIsqQemMG4E,2020-10-03,14.0,1.0,403.0,PT2M24S,False,0.9333333333333332,2020,10,2020,10,-232.28999999999985,0,144,-0.40078236130867717
Kristi Bergman,UCWy0uO2HsLxhsSjXG-ctWRA,13300.0,1424.0,2878901.0,Estee Lauder Sumptuous Extreme Lash Multiplying Volume Mascara Review,w6hsSCL9Cm8,2020-06-03,55.0,2.0,7104.0,PT10M1S,False,0.9649122807017544,2020,6,2020,6,-40.4749999999999,0,601,3.057484925507864
Glamrs,UCXyq6UjvT4dWjMOOiKuBncA,2940000.0,2045.0,469641590.0,Expert Review: ESTEE LAUDER MOISTURIZER,jfz5XKnZu8A,2012-11-10,15.0,3.0,4902.0,PT1M5S,False,0.8333333333333334,2012,11,2012,11,353.53500000000014,1,65,-0.16858547019522524
Beauty Broadcast Express,UCC8xufRD5wAPuZny8EY4d_Q,201000.0,402.0,27537175.0,Estee Lauder Little Black Primer Review,gvPGddKVzCs,2015-01-07,2009.0,4.0,53882.0,PT4M56S,True,0.998012916045703,2015,1,2015,1,-62.444999999999936,0,296,2.7610378326121023
Jenz BeautyStyle,UChdr8AAF8Q0yk3IsQOYqOmA,12400.0,567.0,3077020.0,☀Estee Lauder BRONZE GODDESS SUMMER GLOW MULTI PALETTE REVIEW  *PALE SKIN*Blush Bronzer Highlighter,ayxWsm0hrmE,2017-08-10,17.0,2.0,1372.0,PT4M35S,False,0.8947368421052632,2017,8,2017,8,31.575000000000053,1,275,0.5251136416629327
Nurul NIZWW,UCay3vuBGzhaCqtQk8tUcwig,2130.0,140.0,285778.0,Estee Lauder Pleasures Review (Malay),Cx1ZXB8y41k,2017-12-31,16.0,0.0,2182.0,PT1M,False,1.0,2017,12,2018,1,172.82499999999993,1,60,0.0569724023398247
About Face With Mona,UCwSFuqE9UoUyrcDUKSSCuwg,11000.0,152.0,302918.0,Luxury Makeup| Worth the Splurge!| Estee Lauder Re-Nutriv Foundation Review &amp; Demo,9Er2HGojMm4,2020-01-16,95.0,5.0,3982.0,PT22M23S,False,0.95,2020,1,2020,1,-429.555,0,1343,-1.4050797792434306
jwong,UCvwUiWAUKYETr-nEQVmUoVA,247.0,115.0,229334.0,estee lauder idealist pore minimizing skin refinisher serum review.wmv,n50Y7wZOpMI,2012-04-07,59.0,8.0,20677.0,PT1M18S,True,0.8805970149253731,2012,4,2012,4,-35.67500000000018,0,78,0.2542137197950879
Goo Roo Beauty,UCWkOqtITfZLqn2HhU7tmHlg,52600.0,639.0,9452947.0,Estee Lauder Double Wear All-Day Glow BB Moisture Makeup: Review &amp; Demo,I13xnXFTK7Y,2014-06-21,315.0,26.0,56763.0,PT8M50S,True,0.9237536656891496,2014,6,2014,7,-47.7099999999997,0,530,2.7933034297779757
FaceSerum.com,UCm2__zxV6uW9btWKB0qT4bg,2530.0,107.0,759325.0,Estee Lauder Advanced Night Repair Serum Review,ddv59pfxVqE,2017-12-31,124.0,40.0,37309.0,PT4M27S,False,0.7560975609756098,2017,12,2018,1,172.82499999999993,1,267,3.556567190876385
Asha Luxe,UCCj5afFKUHdHz2KmZZNzNtw,17300.0,86.0,5486990.0,Estee Lauder Matte Liquid Lipstick 😍 Try On/Review/First Impression,D1L-gf5lUVg,2018-03-04,181.0,16.0,25757.0,PT12M20S,False,0.9187817258883249,2018,3,2018,3,22.50499999999988,1,740,2.5650461096652215
La Fashionista Realista,UCwwrFsf-HRKPHXq7KjXwPZA,144000.0,849.0,14657376.0,Invierte o ahorra: Double Wear Nude Water Fresh Makeup Estee Lauder | REVIEW,_-I2pwZpcAk,2017-07-25,715.0,16.0,24438.0,PT14M41S,False,0.9781121751025992,2017,7,2017,8,-224.39000000000007,0,881,0.25299057455981216
Cynthia,UC8yjrRFjY2f-kNu-4DEmhxg,58400.0,741.0,14627083.0,Review: Estée Lauder Pure Color Envy Lipstick - MissLipgloss.nl,TOta8pZIEh8,2014-02-20,495.0,53.0,92982.0,PT4M22S,True,0.9032846715328468,2014,2,2014,3,147.255,1,262,-1.0074364678455487
Carissa,UCui5NXWgb6E_qYULzSExmAA,215.0,36.0,83261.0,Estee Lauder Nutritious Micro Algae Pore Minimizing Shake Tonic Review || by Carissa,NZgTtBB6FD0,2017-09-17,31.0,5.0,8165.0,PT5M29S,False,0.8611111111111112,2017,9,2017,10,-133.57999999999979,0,329,0.051767549602175666
Hey It’s Jackeline,UCoo9mlSNAQIWg1v-kSzW9wA,10600.0,506.0,1552661.0,ESTEE LAUDER FUTURIST HYDRA RESCUE VS TOM FORD SHADE &amp; ILLUMINATE Foundation  Wear Test Review DUPE,6mhFyxn4Q-g,2020-02-17,151.0,7.0,4313.0,PT24M35S,False,0.9556962025316456,2020,2,2020,3,260.295,1,1475,7.520692404108768
EAUMILIO,UCGuwu2JqyZSidOQUjdfWJqw,138.0,46.0,13848.0,Estee Lauder KNOWING EDP Review,IYhxum7UZ6Y,2020-07-06,54.0,1.0,1715.0,PT7M43S,False,0.9818181818181818,2020,7,2020,7,150.0250000000001,1,463,1.840767826234236
Genevieve Fields,UC4cNd4A54iiIqz02bvBVUgA,7890.0,210.0,1546188.0,Estee Lauder DayWear SPF 50 Review,7mO3Xq-tUwA,2017-05-04,53.0,3.0,7435.0,PT2M2S,False,0.9464285714285714,2017,5,2017,5,322.8649999999998,1,122,0.176397382568524
Vilma Martins,UCEOYDg5tIg7cHbWjZLjYCMg,38000.0,495.0,6252179.0,Estee Lauder Perfectionist Youth Infusing Brightening Serum + Concealer Review &amp; Demo,jugu4tsaozM,2016-06-16,188.0,9.0,23636.0,PT10M4S,True,0.9543147208121828,2016,6,2016,6,173.8499999999998,1,604,3.7801989592286085
Stephanie Bailey,UCz7CjqAxoaLgWi72rIWAZpQ,140000.0,215.0,12075699.0,Estee Lauder DOUBLE WEAR NUDE Water Fresh Foundation VS ORIGINAL DOUBLE WEAR!,-g4vjQWzxds,2018-03-14,1161.0,72.0,195779.0,PT11M28S,False,0.9416058394160584,2018,3,2018,3,167.92499999999995,1,688,-0.8762185430901012
Tiamoya Beauty,UCnQ0LNnMAwXcPJr_TxBQNCw,138.0,15.0,3285.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION Review + Wear Test | Deep Spice,DbC2Ee4GrJI,2020-11-02,28.0,0.0,721.0,PT9M13S,False,1.0,2020,11,2020,11,21.10499999999999,1,553,0.18112404992344688
bpwool,UCqJCvNSVvy9zro49MimyjUA,2160.0,1505.0,1372268.0,Beautiful Belle by Estee Lauder Review,WjsL-X_Kyis,2020-05-07,13.0,1.0,302.0,PT5M55S,False,0.9285714285714286,2020,5,2020,5,-88.91999999999996,0,355,0.08947129842743279
Nishitha Vunnam,UCds8JWUWtmAtiCEMZeL9PVQ,9240.0,230.0,1149249.0,EsteeLauder/Lauramecier Review/WearTest on Medium/Tan/Brown/Indian/olive skin,Upcun8ET4Zw,2018-05-13,37.0,6.0,4086.0,PT6M47S,False,0.8604651162790697,2018,5,2018,5,-349.76500000000016,0,407,0.30603464824369964
