title,id,subCount,videoCount,viewCount,vidTitle,vidid,date,likes,dislikes,vid_views,vid_duration,vid_caption,likeRatio,startYear,startMonth,endYear,endMonth,interestChange,goodYoutuber,duration,Weighted_Sentiments
FragranceX.com,UCWdHej_BLGaahmXJzassVmQ,19000.0,2292.0,4491310.0,Modern Muse Le Rouge Gloss by Estee Lauder Perfume Review,lLHKz2Q9VNI,2019-09-08,12.0,0.0,625.0,PT50S,False,1.0,2019,9,2019,9,105.06999999999994,1,50,0.0
What's Up Noelle,UCOsgiy0TrGvEj3Zqwbl_zfw,1900.0,304.0,711746.0,Product Review: Estée Lauder Advanced Night Repair Synchronized Recovery Complex II,1DfymwOgitI,2019-03-14,30.0,0.0,2050.0,PT2M51S,False,1.0,2019,3,2019,3,68.73000000000002,1,171,-1.077810027625989
Khomotso Makhura,UCfuWlD5Eh89VdE0u5b6JSmg,2630.0,102.0,159014.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION REVIEW || Mind blown.|| SOUTH AFRICAN YOUTUBER,Tqg4UfIdDU0,2020-02-28,75.0,33.0,4974.0,PT7M30S,False,0.6944444444444444,2020,2,2020,3,-182.7049999999998,0,450,3.8650963505967075
BÀ ĐIỂM VLOG,UCdu2dVhRyha0VKLsHzekRUA,778.0,35.0,15306.0,[Review] Kem mắt thần thánh- Estee lauder advanced night repair concentrate matrix,QJXL9w8VbIc,2019-05-12,17.0,4.0,4500.0,PT5M,False,0.8095238095238095,2019,5,2019,5,273.0450000000001,1,300,-1.9329363265375346
notyourtypicaldollface,UC7UBsQYzgvIwzU-MMTNxzvA,13300.0,893.0,2009254.0,Product Review: Estee Lauder Advanced Night Repair Eye Cream,2TB_uXOPAFk,2015-12-01,64.0,12.0,12038.0,PT5M23S,True,0.8421052631578947,2015,12,2015,12,-22.39999999999986,0,323,2.284043012244662
No BS Beauty,UC7zemE5pZ5lhDeW4Fs2u74g,57000.0,1838.0,12353043.0,ESTÉE LAUDER 🆕 Double Wear Light Soft Matte Hydra Makeup Review &amp; Swatch,loXDIrODIt4,2018-09-03,86.0,14.0,5484.0,PT6M34S,False,0.86,2018,9,2018,9,119.09500000000004,1,394,3.814789866570218
Julianna Henricus,UCVZ5yVGrK_HhLZUOVcqYDCQ,1520.0,183.0,343719.0,estee lauder double wear review + demo 5W1 Bronze,Tj1cS_EBuDk,2018-10-21,98.0,10.0,9789.0,PT11M22S,False,0.9074074074074074,2018,10,2018,11,-80.47500000000002,0,682,2.6212283062952215
MissBeautyAdikt,UCsdfqEG8shRJBeuhEBALoCQ,42800.0,535.0,5874275.0,Estee Lauder Double Wear Foundation Review | MissBeautyAdikt,ateBTde4lfs,2017-01-04,366.0,28.0,31524.0,PT6M43S,False,0.9289340101522844,2017,1,2017,1,-84.15499999999997,0,403,8.188498867424098
LaurasViews,UCsIDWqsRSmVKERiekQRPAsA,37500.0,361.0,7513123.0,FIRST IMPRESSION REVIEW | Estée Lauder Maximum Cover Foundation | MyMakeupPerspective,3G9Zexix4aM,2014-01-01,266.0,18.0,59375.0,PT7M25S,True,0.9366197183098592,2014,1,2014,1,573.655,1,445,1.8676911544663333
Shizzei Vlog,UCg09oiubDHasfbXvQmfMRdQ,344.0,217.0,110231.0,ESTEE LAUDER NIGHTWEAR PLUS REVIEW,0rqHf6fDlbQ,2020-05-18,8.0,11.0,887.0,PT8M2S,False,0.42105263157894735,2020,5,2020,6,-23.11500000000001,0,482,0.0
A Model Recommends,UCFcvOUnOcfJKg8QsOZT6gKQ,316000.0,655.0,39509026.0,Victoria Beckham x Estee Lauder Makeup Collection Review,gGpooL1K4wU,2016-09-13,2339.0,106.0,145203.0,PT12M32S,False,0.956646216768916,2016,9,2016,9,-456.53000000000014,0,752,2.3422482899269657
Raquel Mendes,UCfSxquzrCdeEVAdDKm0oCww,18400.0,221.0,2075001.0,ESTÉE LAUDER Futurist Hydra Rescue Foundation REVIEW | Raquel Mendes,olmF51g9RGw,2020-04-16,78.0,1.0,2708.0,PT8M51S,False,0.9873417721518988,2020,4,2020,4,422.31500000000005,1,531,2.5547314612151313
beautybyralu,UCV2mIjzCMlHZWgrsGUKHheQ,768.0,109.0,298736.0,Estee Lauder Pure Color Envy Review and Swatches,uhYPM9ZBlVU,2018-01-25,4.0,0.0,1439.0,PT6M7S,False,1.0,2018,1,2018,2,-99.85500000000002,0,367,-0.03484242243044583
Wendi's Parade Of Perfumes,UCVlFpKKnO4W7TtjwrzouJMw,42.0,14.0,1716.0,Estee Lauder Sensuous Perfume Review #esteelauder #perfumereviews #spicy,kHVOkWIMulw,2020-12-21,4.0,0.0,69.0,PT6M38S,False,1.0,2020,12,2021,1,15.34000000000026,1,398,0.0
MsPaulaBee,UCeqBMe1ZV9TQsqHnWLTebDQ,11500.0,208.0,956428.0,REVIEW | Estée Lauder Double Wear Foundation,Zc67YQq502M,2017-04-13,107.0,7.0,6078.0,PT15M23S,False,0.9385964912280702,2017,4,2017,4,143.4150000000002,1,923,2.784959277444606
Persolaise Perfumes,UC2Uoi3pjiNlfmMVcWzkngSw,7470.0,218.0,588972.0,Estée Lauder White Linen perfume review on Persolaise Love At First Scent ep 158,0tIIN_Y_h3M,2021-01-24,124.0,0.0,1354.0,PT15M4S,False,1.0,2021,1,2021,2,-97.94000000000015,0,904,7.898250770633151
Hauterfly,UCSXST7C6VuW-lDEHpwb1UIw,88700.0,649.0,15388056.0,#Reviewed: Estée Lauder&#39;s Bronze Goddess Collection | Hauterfly,umefUnGZmAI,2017-06-23,24.0,16.0,5791.0,PT4M,False,0.6,2017,6,2017,7,-56.629999999999896,0,240,-0.4650686227341352
Jasmine Airdelle,UCVq2eSkghWUMBM82bf6IZ5w,44700.0,695.0,3454070.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION REVIEW + DEMO | DARK SKIN,mXv_8x9uI30,2017-03-01,319.0,41.0,43586.0,PT3M46S,False,0.8861111111111111,2017,3,2017,3,195.31499999999986,1,226,7.678272558246575
FragranceX.com,UCWdHej_BLGaahmXJzassVmQ,19000.0,2292.0,4491310.0,Lauder by Estee Lauder Cologne Review,1sho-tcUhUU,2016-11-04,23.0,0.0,1720.0,PT43S,False,1.0,2016,11,2016,11,-10.670000000000016,0,43,0.0
BeautywithEmilyFox,UCp3_Zq16GNd-uBVHM8hYQlg,431000.0,585.0,74252778.0,Estee Lauder Double Wear Foundation Review || Sephora Best Selling Foundations,Bp5nX2v1veo,2019-10-16,696.0,16.0,39020.0,PT11M26S,False,0.9775280898876404,2019,10,2019,10,52.04999999999996,1,686,4.83805970287534
Beauty secret by samira,UCWo2I4IgRbEBs9wKpSMudYQ,30600.0,913.0,2282019.0,Estee Lauder Advanced  Night repair review,zqL8um508CU,2020-05-02,119.0,6.0,5538.0,PT4M55S,False,0.9520000000000001,2020,5,2020,5,-504.45000000000016,0,295,2.18755588537223
Kinnari Ashar,UC7a1ar-sztczLgVNj9b3C2Q,481.0,49.0,19587.0,Estee Lauder Pure Colour Envy Lipstick - Rebellious Rose Review | Shade Of The Week | Kinnari Ashar,_D3dic0UPTk,2020-11-19,28.0,3.0,1003.0,PT6M23S,False,0.9032258064516128,2020,11,2020,12,296.06500000000005,1,383,1.1343623890944965
MizKatieHill,UCth1As8lsT2JGRox2JUHvHg,16600.0,274.0,2230216.0,Review Time! Estee Lauder Double Wear &amp; Giorgio Armani Foundation,xF6OB2yqp30,2013-12-12,81.0,18.0,18277.0,PT6M57S,True,0.8181818181818182,2013,12,2013,12,25.47500000000014,1,417,0.6654376739942259
TymetheInfamous,UC0-h9fa58JU2EKLL4GiQunA,663000.0,325.0,66010780.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION 🍯 REVIEW &amp; DEMO!,Ujhbm1s9U-s,2016-09-26,3219.0,165.0,96207.0,PT15M1S,False,0.9512411347517732,2016,9,2016,10,97.5550000000002,1,901,5.533779015739316
MissLizHeart,UCS0pvfQZhy8qYG7Bhg51h7Q,641000.0,394.0,61592468.0,Estee Lauder Double Wear Foundation Demo Tawny NC35 - MissLizHeart,U7m7l0MNwm8,2015-02-08,1451.0,166.0,248701.0,PT9M8S,True,0.8973407544836116,2015,2,2015,2,-554.61,0,548,8.168967956395154
Nornen Barron12,UCuJt0OwnOrcA_vmrR-dC8VA,176.0,84.0,105545.0,Estee Lauder Double Wear Final Review: Honest pros and cons,PTbi1qUol-Q,2017-07-27,9.0,2.0,3123.0,PT26M39S,False,0.8181818181818182,2017,7,2017,8,-62.26999999999998,0,1599,0.49521211889367567
hueyyrouge,UCn1J6PE2ki0KkXUh82VxwtA,4110.0,351.0,1026380.0,Estee Lauder NightWear Plus 3-Minute Detox Mask [REVIEW/DEMO] | HUEYYROUGE,SFpQFYd-oJw,2020-03-30,27.0,0.0,1477.0,PT5M46S,False,1.0,2020,3,2020,4,135.01,1,346,1.167838814514775
Soki London,UCtBpe765Fy-USxg_L8hGDPg,57400.0,595.0,9866656.0,ESTEE LAUDER BRONZE GODDESS PERFUME RANGE REVIEW | INCLUDING NEW BRONZE GODDESS AZUR | Soki London,v3aN5vYlSvk,2020-06-20,447.0,6.0,11146.0,PT6M42S,False,0.9867549668874172,2020,6,2020,7,-78.62,0,402,0.3460953560108528
Kristi Bergman,UCWy0uO2HsLxhsSjXG-ctWRA,13300.0,1424.0,2878901.0,Estee Lauder Double Wear Stay-in-Place Makeup Review,7t6z0RFaXiU,2021-01-27,45.0,1.0,1856.0,PT9M46S,False,0.9782608695652174,2021,1,2021,2,58.36000000000002,1,586,8.842410580765906
enRosaFuxia,UC_23q5LKjG4h-RT5IAjBbfg,10700.0,290.0,932216.0,¿Base de maquillaje para piel grasa? REVIEW Double Wear Estée Lauder,L82PrTsIpLg,2017-05-31,227.0,14.0,24025.0,PT10M6S,False,0.941908713692946,2017,5,2017,6,94.33500000000015,1,606,0.24074724771979172
Glamstract,UCXFk-qn-k2V-nt_kA2esILg,266.0,103.0,33681.0,Estee Lauder Double Wear Foundation &amp; Concealer Review,tG-2n8owmDg,2021-02-09,9.0,0.0,310.0,PT11M17S,False,1.0,2021,2,2021,2,81.88499999999998,1,677,0.5634110787172013
Marshablushoff,UCUr4Bo_sCoWz-D1SZiGMNqA,52400.0,225.0,10977136.0,REVIEW JUJUR : Estee Lauder Foundation Double Wear Nude,SA7yf7-Pb2Y,2018-08-24,339.0,54.0,46351.0,PT12M34S,False,0.8625954198473282,2018,8,2018,9,126.64499999999987,1,754,1.0510215828060738
No BS Beauty,UC7zemE5pZ5lhDeW4Fs2u74g,57000.0,1838.0,12353043.0,Estee Lauder NEW 🆕 Perfectionist Pro Rapid Renewal Retinol Treatment Review &amp; Ingredients,LxuSg3v1WqA,2019-02-13,93.0,10.0,10187.0,PT9M44S,False,0.9029126213592232,2019,2,2019,2,-103.62,0,584,-0.03297135062923967
Dale Carnegie,UC4q6lWtDt36ZdGvZsntJ5HQ,30000.0,277.0,2172265.0,"Dale Carnegie Training Course Review: Glenn Kalokira, Estee Lauder",8ZE62hfXg9o,2018-12-31,51.0,2.0,8133.0,PT1M31S,True,0.9622641509433962,2018,12,2019,1,420.0099999999998,1,91,0.1790830945558739
Accused of Lipsticking,UC7OXnpHIBBObzNAtbUSX_BQ,653.0,128.0,75173.0,Estée Lauder Pure Color Envy Liquid Lipstick Review | Accused of Lipsticking,kmuQzusShyI,2018-02-23,73.0,6.0,12474.0,PT10M43S,False,0.9240506329113924,2018,2,2018,3,-167.30499999999984,0,643,-2.0379340730024964
Pose,UCHPaTqSUEAzvPgDDttGAO6g,280000.0,2838.0,121648984.0,Estée Lauder Double Wear Foundation Review: Rosanna Reveals S01E3/8,sdm2ljnuunc,2014-04-15,283.0,21.0,43558.0,PT3M41S,True,0.9309210526315792,2014,4,2014,4,-2.4750000000000227,0,221,3.0632487428631032
dailycherie,UCLHeVa_D8h-l_Y9Ww6CF_Yw,237000.0,171.0,18442831.0,DAILYCHERIE : Victoria Beckham Estee Lauder Collection Review,sjK68th8kgs,2017-11-01,1395.0,32.0,68275.0,PT19M30S,False,0.9775753328661528,2017,11,2017,11,123.35499999999996,1,1170,-0.011831877804657553
Olga Belous,UCOCvTdqa8HVienyZoBoh4Sg,2900.0,53.0,1017154.0,REVIEW: Estee Lauder Double Wear Foundation,vilJg-a3eOc,2014-03-08,189.0,11.0,59613.0,PT9M6S,False,0.945,2014,3,2014,3,107.59500000000004,1,546,3.768610700135725
Genuinely Genevieve,UCUnQ_E92hGBizDYn7B64EkA,20200.0,231.0,2568826.0,Estée Lauder Double Wear Stay-in-Place Makeup Review,Cp1dDoacV7k,2016-08-11,264.0,22.0,17088.0,PT13M4S,True,0.9230769230769232,2016,8,2016,8,63.585000000000036,1,784,4.787785690848324
Theresa Ann 83,UCoVxNHhRa7fCXq2pOdjOy0A,502.0,281.0,36533.0,ESTEE LAUDER FUTURIST HYDRA RESCUE | SHADE 2C3 FRESCO | REVIEW &amp; WEAR TEST,D3NoUtI7aVM,2020-05-13,20.0,0.0,942.0,PT18M23S,False,1.0,2020,5,2020,5,-160.02999999999986,0,1103,2.7694475437926513
Wendy's Perfume Diary,UCSTxMd4T-2YsFGjkWTyzs1g,415.0,125.0,66897.0,modern muse nuit by estee lauder review,0QXSymOWtis,2019-09-26,6.0,0.0,330.0,PT10M59S,False,1.0,2019,9,2019,10,216.55000000000007,1,659,0.03345696767844941
WakeUpandMakeUp,UCyPhBOOSqoID07XX0M5ZkKQ,3080.0,121.0,139659.0,Estee Lauder FUTURIST HYDRA RESCUE Review e Applicazione | WakeupandMakeup,is2Q8eaJvaE,2021-02-21,91.0,3.0,1446.0,PT6M54S,False,0.9680851063829788,2021,2,2021,3,-279.71000000000004,0,414,-3.6957852407117326
Asha Luxe,UCCj5afFKUHdHz2KmZZNzNtw,17300.0,86.0,5486990.0,Estee Lauder Envy Liquid Vinyl Lipsticks 🤔 Try on/Review,ZXG8_b_5fw4,2018-02-18,63.0,7.0,8331.0,PT11M41S,False,0.9,2018,2,2018,3,-143.25499999999985,0,701,2.004698817668044
FragranceX.com,UCWdHej_BLGaahmXJzassVmQ,19000.0,2292.0,4491310.0,Wood Mystique by Estee Lauder Perfume Review,9VB4H0r3ZcM,2017-04-06,14.0,0.0,1039.0,PT42S,False,1.0,2017,4,2017,4,-302.2650000000001,0,42,0.0
lusterings,UClts0QpX7YOWW3Y99vyYETA,3720.0,58.0,741861.0,Estee Lauder MODERN MUSE LE GLOSS Review! | lusterings,4ZcD9jqxMmE,2016-08-30,99.0,2.0,8544.0,PT6M26S,False,0.9801980198019802,2016,8,2016,9,-56.86000000000002,0,386,0.2575088145591408
eve beauty etc,UC9dlkj5OWBpA5RwMjzV7Qlg,12600.0,140.0,1415051.0,Estee Lauder Sensuous!!! perfume/fragrance review,Vjo-Xg50L3I,2017-10-21,181.0,3.0,11110.0,PT4M51S,False,0.9836956521739132,2017,10,2017,11,12.92999999999995,1,291,-1.4332237177417355
masturKEIZZtion,UCYWNY1bb_QT2byoXDjkjNsg,64100.0,383.0,8425595.0,Product Corner: Estee Lauder DoubleWear Foundation Review (Rich Caramel),PyBv2u_hC1g,2014-07-30,168.0,23.0,20143.0,PT10M36S,True,0.8795811518324608,2014,7,2014,8,125.64500000000021,1,636,1.6371279390750793
vvalentines,UCtbm6yIG8ghstCdutatBWaw,155000.0,342.0,14556125.0,REVIEW คูชั่น Estee Lauder Double Wear Cushion ทั้งผิวขาวและผิวแทน (VVALENTINES),6Qqb2HjIKsY,2018-04-02,255.0,8.0,29145.0,PT7M22S,False,0.9695817490494296,2018,4,2018,4,55.81500000000007,1,442,0.0
enchanted_beauty_by_antonia,UC2tKhm7g7FeBVDxN8j21qFA,306.0,221.0,93000.0,Estée Lauder Double Wear Powder Foundation Demo and Review,IhLrQGYldU4,2021-03-16,3.0,1.0,110.0,PT9M4S,False,0.75,2021,3,2021,3,34.42500000000018,1,544,0.0
Beauty Book Corner,UCy3El9OyH8d4jBa9SF31cjA,1300.0,84.0,205769.0,Estee Lauder Double Wear Maximum Cover (1N3 Creamy Vanilla) Review &amp; Demo | BeautyBookCorner,29NsHMEdvH4,2016-01-07,43.0,4.0,15654.0,PT8M38S,True,0.9148936170212766,2016,1,2016,1,222.9100000000002,1,518,5.142207709385745
Mellow Beauty,UC74w8ZLo31JI4gBHTpyI5aw,1200.0,112.0,68810.0,"ESTEE LAUDER FUTURIST FOUNDATION AND VISEART PARIS EDIT PALETTE | REVIEW, DEMO &amp; WEAR TEST",rCjFZTvgs28,2020-02-16,62.0,2.0,1283.0,PT23M31S,False,0.96875,2020,2,2020,3,30.75,1,1411,3.6117069564294266
Charlotte Holdcroft,UChK6kpyOTrMOJ391JUYBfSw,39700.0,548.0,6190564.0,NEW Estee Lauder Double Wear Nude water fresh foundation review/demo,5g9D9zLAZG0,2017-07-04,58.0,2.0,5399.0,PT15M57S,False,0.9666666666666668,2017,7,2017,7,101.93000000000006,1,957,1.419336310698232
hueyyrouge,UCn1J6PE2ki0KkXUh82VxwtA,4110.0,351.0,1026380.0,Estee Lauder Aerin Wild Geranium [REVIEW] | HUEYYROUGE,ptfXMmkEam4,2020-02-23,34.0,1.0,919.0,PT6M26S,False,0.9714285714285714,2020,2,2020,3,-24.704999999999927,0,386,0.20654623745638268
The Glam Belle,UCQH3-DBeRArQj8I8rTK8qyw,117000.0,405.0,15095204.0,Estee Lauder Double Wear Foundation Review,zGeo4t_c3d0,2016-12-08,67.0,3.0,1453.0,PT10M35S,False,0.9571428571428572,2016,12,2016,12,-386.57500000000016,0,635,1.9980844217197773
Diaryofabeautygeek,UCz0X8BKtqy5ge-bCZkN_52A,27400.0,880.0,5192325.0,Estee Lauder Double Wear Custom Coverage Correcting Duo Review &amp; Demo,BNuSwWC9YaI,2018-05-01,63.0,3.0,7375.0,PT12M45S,False,0.9545454545454546,2018,5,2018,5,-157.10000000000014,0,765,2.898930138522375
Brookelynne's Beauty Corner,UC73Kb8rJ0FYYr3WYOv-_cfg,384.0,287.0,70096.0,Estee Lauder Daywear Sheer Tint Release Anti Oxidant Tinted Moisturiser Review,wXSOJtM--8U,2016-07-02,37.0,35.0,17172.0,PT2M30S,False,0.5138888888888888,2016,7,2016,7,-75.80499999999995,0,150,0.3440955212330725
Toasted Blonde,UCYXEHj339y_mx-SmbSq4EuA,3660.0,147.0,768137.0,Estee Lauder Double Wear Stay in Place Foundation Review,__ae9urZ0hQ,2018-06-29,7.0,0.0,552.0,PT9M30S,False,1.0,2018,6,2018,7,72.07000000000015,1,570,0.3671966109467244
Amanda Coco Cabana,UCxVapfuOwSXaXrDXKZUDNDA,4690.0,97.0,337952.0,Estee Lauder Bronze Goddess Perfume Review,tANHgdmeAvk,2020-04-28,81.0,4.0,5640.0,PT11M32S,False,0.9529411764705882,2020,4,2020,5,346.53,1,692,0.45487260229368875
Brunette Beauty Blogger,UCnbwfYJyzuz0YnntDQhDiiQ,21400.0,159.0,2470873.0,Review and Comparison- Estee Lauder Double Wear VS MAC Pro Longwear,CSUnzFpy5LI,2012-01-03,434.0,41.0,106298.0,PT7M9S,False,0.9136842105263158,2012,1,2012,1,132.77499999999998,1,429,0.5654459251056725
NadJohnson,UCdK896aQMjio7VayYcqnzfg,598.0,185.0,1069005.0,Estee Lauder Fill + Plump Lip Treatment Review,rR6nDCjcgjc,2016-03-16,37.0,25.0,15188.0,PT7M14S,True,0.5967741935483871,2016,3,2016,3,69.84000000000003,1,434,-0.4899383070970009
Smells Good,UCeJft2Bva6Sec2lvLZVNweQ,13400.0,356.0,1647487.0,Estee Lauder Amber Mystique EDP Exclusive review [6] Episode # 50,_QujqUQIy7w,2017-10-21,55.0,2.0,1595.0,PT8M56S,False,0.9649122807017544,2017,10,2017,11,17.55999999999989,1,536,1.4039508837636057
katerina m,UCzz8p5EJ5j_ULJXPiVizv3w,16900.0,553.0,3814513.0,Demo &amp; review Estee Lauder Double wear All Day Glow BB &amp; Brush on Glow Highlighter,UUZLGxKgwBw,2014-07-08,59.0,9.0,6959.0,PT13M40S,False,0.8676470588235294,2014,7,2014,7,-72.6049999999999,0,820,0.3525901881152903
Waha Sawas,UCOr0poH-CnNJA5GuzUUyKBA,6570.0,213.0,1233522.0,Fragrance Review | Estee Lauder Modern Muse Le Rouge EDP,tZZkpgQUU-g,2016-10-26,48.0,2.0,2937.0,PT5M2S,False,0.96,2016,10,2016,11,-253.16000000000003,0,302,1.413171888241772
DiaryOfASpendaholic,UC8azuffimwG0x1-wmJl0Lyw,31400.0,642.0,5037731.0,Estee Lauder Double Wear Light - Review/Day Test,xHQ4hrBANsU,2014-06-25,349.0,16.0,64947.0,PT8M5S,True,0.9561643835616438,2014,6,2014,7,-330.8349999999997,0,485,5.575294549715924
xameliax - UK Vlogger & Content Creator,UCGcKdL9uqunXWBArLMVL7Aw,49300.0,612.0,6897901.0,Speed Review | Estee Lauder Clear Difference | xameliax,zMZlHeotKdE,2014-04-02,114.0,9.0,12826.0,PT1M17S,True,0.9268292682926828,2014,4,2014,4,-210.69,0,77,0.8493823715867399
Chantal Wingfield,UCTRrsU-dQPi_NxnACzOuwAQ,1360.0,44.0,102377.0,NEW BRONZE GODDESS AZUR | BLIND BUY 🚨 ESTEE LAUDER REVIEW,76EG-IjqR-0,2020-05-16,53.0,1.0,1675.0,PT3M27S,False,0.9814814814814816,2020,5,2020,5,-114.93000000000006,0,207,0.2315703712428253
KelseyG,UCPxBCgZvfbU6f13sFagNS4A,5020.0,167.0,574627.0,Full Coverage Foundation Review || Estee Lauder Double Wear VS Revlon Colorstay,wRKjwiNGFws,2017-02-18,54.0,7.0,10356.0,PT6M54S,False,0.8852459016393442,2017,2,2017,3,-128.29500000000007,0,414,0.8777675112696336
Kelsee Briana Jai,UClnj6UtmpAs5oVrEd9_767g,55900.0,953.0,5872844.0,Estee Lauder Double Wear Stay-in-Place Foundation Review + Demo | KelseeBrianaJai,Bt3iMGzmqCM,2017-05-04,410.0,6.0,11121.0,PT8M15S,False,0.9855769230769232,2017,5,2017,5,-201.9300000000003,0,495,6.641094778501829
Shaaanxo,UCMpOz2KEfkSdd5JeIJh_fxw,3110000.0,1595.0,462103835.0,First Impression Review ♡ Estee Lauder Double Wear Foundation,C3mHOjudxCo,2014-06-23,16989.0,619.0,1691963.0,PT12M42S,False,0.964845524761472,2014,6,2014,7,3.4650000000000314,1,762,9.51246239423628
Kitty Rodriguez,UCs5hLS-riY7Y3VagFZpLnqw,3310.0,256.0,555936.0,Estee Lauder Pure Color Illuminating Shine Review,-sR4JlapDlc,2021-02-21,22.0,1.0,516.0,PT8M1S,False,0.9565217391304348,2021,2,2021,3,-279.71000000000004,0,481,-0.8518024141929219
ElenzaLAStyle,UCFi21GYBMsNDCuueGO03SVw,482.0,54.0,182363.0,Estee Lauder Pure Color Blush Review,jv_V0J24tGs,2012-11-02,60.0,19.0,24413.0,PT3M29S,False,0.7594936708860759,2012,11,2012,11,107.17499999999997,1,209,0.4975072908241105
Heny Harun,UC-tPTmYbaj689fRuqaSETnA,57500.0,178.0,7316276.0,Estee Lauder Lipstick Envy Swatches &amp; Review,zPovsktRTfk,2017-03-22,113.0,6.0,7054.0,PT7M50S,False,0.9495798319327732,2017,3,2017,4,-1.4650000000000318,0,470,0.14064975767795046
Anisha Rana,UC4HLDaXdf6Dp9kRsZCNkMEQ,341.0,6.0,13995.0,ESTEE LAUDER DOUBLE WEAR FOUNDATION REVIEW &amp; DEMO | GET TO KNOW ME,4-P6m0anBd0,2019-12-16,95.0,7.0,6066.0,PT15M9S,False,0.931372549019608,2019,12,2019,12,154.35000000000005,1,909,4.058609830171623
Goo Roo Beauty,UCWkOqtITfZLqn2HhU7tmHlg,52600.0,639.0,9452947.0,REVIEW &amp; SWATCHES: Estee Lauder Holiday 2011 Pure Color Lip Gift Sets,eW7QsCciTHU,2011-12-11,37.0,3.0,9083.0,PT9M21S,True,0.925,2011,12,2011,12,-237.88000000000028,0,561,2.0898785609263464
Luny Sing,UCKnEempRjc8ZlxqSIb-psjA,154.0,57.0,16527.0,FULL HONEST REVIEW- Estee Lauder Futurist Hydra Rescue Foundation!,NDcBYGnrj_g,2021-02-23,8.0,1.0,430.0,PT12M29S,False,0.8888888888888888,2021,2,2021,3,337.06499999999994,1,749,0.0
All Dolled Up By Charisse,UCYctCeS4HtrecEj2oUyOo4w,4770.0,212.0,1024889.0,Estee lauder dupe! Maybelline Fit Me! Matte + Poreless Foundation Review 6 hrs wear test,iI81fWKHNdI,2021-02-19,8.0,0.0,209.0,PT10M,False,1.0,2021,2,2021,3,101.35500000000023,1,600,0.7569974013528389
Corinna Harrod,UCIbgMmDTDTPdNZE_W3E9MpQ,1210.0,265.0,680939.0,Estee Lauder EE cream - Quick Review,JRwk7V3OPKM,2015-02-04,37.0,4.0,11090.0,PT5M18S,True,0.902439024390244,2015,2,2015,2,44.46500000000015,1,318,0.2673643424497759
Theodora Flipper,UCIovLtq9cbq_gRkWmavpWuw,10200.0,88.0,1619510.0,[REVIEW] BB-Creams im Test (Garnier und Estée Lauder),vHElGDu4M3g,2012-10-02,35.0,3.0,14583.0,PT7M40S,True,0.9210526315789472,2012,10,2012,10,191.17499999999995,1,460,-1.132812072303462
Kenny Olapade,UCWhfBnU6qMrevppcwMYZ3Uw,13600.0,241.0,1276942.0,Estee lauder Double Wear Foundation Detailed Review | 6C1 Rich Cocoa | Kenny Olapade,Dxhs2BmKwXA,2018-05-31,42.0,0.0,3272.0,PT7M41S,False,1.0,2018,5,2018,6,91.0,1,461,1.126589353335728
Beautifymeeh 뷰티파이미,UC-gljeiuxAOpxiB1j32pKpQ,564000.0,477.0,64533403.0,Estee Lauder Eye Cream Review &amp; Giveaway (CLOSED) 에스티 로더 아이크림,1rbS1ieZjY0,2011-10-08,480.0,16.0,38481.0,PT3M9S,True,0.967741935483871,2011,10,2011,10,55.950000000000045,1,189,0.3839794230113409
Meli Rodriguez,UCsEDo0akXLCtH64PuhvyA0A,30000.0,1065.0,7084894.0,Estee Lauder Double Wear Foundation Review and Demo,ql8F0mWoDwU,2013-09-08,195.0,28.0,87871.0,PT4M46S,False,0.8744394618834079,2013,9,2013,9,-130.635,0,286,4.367129812255404
Awesome over 50,UC9qvp__gu8s1B4OCM5O9YRQ,86100.0,228.0,5440403.0,"Applying Concealer, Foundation, Blush &amp; Review Estee Lauder Double Wear Makeup, Mature Women over 50",vrmhCA2zzWI,2018-11-30,848.0,34.0,26189.0,PT29M50S,True,0.9614512471655328,2018,11,2018,12,187.635,1,1790,3.7147226958587862
Anisha Vellodi,UCRpotKtZc2LSAjR6eWaCZNg,28300.0,210.0,2910980.0,NEW Beauty Review! | The Estee Edit by Estee Lauder,rpgKaYAUlJE,2016-06-23,28.0,1.0,3614.0,PT13M29S,False,0.9655172413793104,2016,6,2016,7,137.68000000000018,1,809,-1.393244913860869
Heyjess,UCJ-e0h5myZ8Ug3Ff6xLKI4A,3970.0,165.0,297441.0,NEW ESTEE&#39; LAUDER ACT IV / FUTURIST HYDRA RESCUE FOUNDATION/ TATI BLENDIFUL REVIEW AND TRY ON!,OMZCQefhKMQ,2020-01-17,168.0,3.0,5206.0,PT14M15S,False,0.9824561403508772,2020,1,2020,1,-37.58499999999992,0,855,1.5347203118190877
ooglemakeup,UCRPCYfGCX2C8FRo8AeqGQEg,1540.0,109.0,346613.0,Estee Lauder Sensuous Nude Review and Modern Mercury Autumn 2011,8KzUfcl8aro,2011-08-11,34.0,4.0,4902.0,PT4M55S,False,0.8947368421052632,2011,8,2011,8,69.25999999999999,1,295,1.0626951703325094
